uniprot_name	uniprot_accessions	knownness	gene_name	protein_name	taxon_id	species	cluster_id	panther_group
NOL10_YEAST	P48234;D6VUS5	2.1	ENP2	Ribosome biogenesis protein ENP2 (Essential nuclear protein 2)	559292	Saccharomyces cerevisiae	UKP02038	PTHR14927
SRC1_YEAST	Q03707;D6VZE1;Q03712	2.9	SRC1	Inner nuclear membrane protein SRC1 (Helix-extension-helix domain-containing protein 1)	559292	Saccharomyces cerevisiae	UKP03966	PTHR47808
METE_YEAST	P05694;D3DLZ8;P38010;Q02488;Q27JJ8	2.2	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Delta-P8 protein) (Methionine synthase, vitamin-B12 independent isozyme)	559292	Saccharomyces cerevisiae	UKP01984	PTHR30519
TFC7_YEAST	Q12415;D6W2G9;Q07347;Q6B220	7.8	TFC7	Transcription factor tau 55 kDa subunit (TFIIIC 55 kDa subunit) (Transcription factor C subunit 7)	559292	Saccharomyces cerevisiae	UKP03555	PTHR16469
RM17_YEAST	P36528;D6W0U1	2.9	MRPL17	Large ribosomal subunit protein mL46 (54S ribosomal protein L17, mitochondrial) (YmL17/YmL30)	559292	Saccharomyces cerevisiae	UKP05001	PTHR13124
GLC8_YEAST	P41818;D6W0D8	3.0	GLC8	Protein GLC8	559292	Saccharomyces cerevisiae	UKP03882	PTHR12398
RS3A2_YEAST	P23248;D6VZB0	2.0	RPS1B	Small ribosomal subunit protein eS1B (40S ribosomal protein S1-B) (RP10B)	559292	Saccharomyces cerevisiae	UKP00721	PTHR11830
PPZ2_YEAST	P33329;D6VT63	1.8	PPZ2	Serine/threonine-protein phosphatase PP-Z2 (EC 3.1.3.16)	559292	Saccharomyces cerevisiae	UKP01500	PTHR11668
RM20_YEAST	P22354;D6VXE5	2.9	MRPL20	Large ribosomal subunit protein mL58 (54S ribosomal protein L20, mitochondrial) (YmL20)	559292	Saccharomyces cerevisiae	UKP14243	PTHR28266
ALG3_YEAST	P38179;D6VPS1	3.4	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 3) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase) (Dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase) (HM-1 killer toxin resistance protein)	559292	Saccharomyces cerevisiae	UKP03907	PTHR12646
YET1_YEAST	P35723;D6VXM2;Q6Q5G9	1.0	YET1	Endoplasmic reticulum transmembrane protein 1	559292	Saccharomyces cerevisiae	UKP00527	PTHR12701
ERV29_YEAST	P53337;D6VV61;E9P8T4	2.1	ERV29	ER-derived vesicles protein ERV29	559292	Saccharomyces cerevisiae	UKP01861	PTHR23427
FMP25_YEAST	Q08023;D6VY77;Q66R51;Q7LI62	1.3	FMP25	Protein FMP25, mitochondrial (Found in mitochondrial proteome protein 25)	559292	Saccharomyces cerevisiae	UKP12464	PTHR47563
6P21_YEAST	P40433;D6VVI0	3.4	PFK26	6-phosphofructo-2-kinase 1 (6PF-2-K 1) (EC 2.7.1.105) (Phosphofructokinase 2 I)	559292	Saccharomyces cerevisiae	UKP02015	PTHR10606
IGO2_YEAST	Q9P305;D3DL81	5.0	IGO2	mRNA stability protein IGO2 (Initiation of G zero protein 2)	559292	Saccharomyces cerevisiae	UKP00380	PTHR10358
YRF11_YEAST	P0CX20;D6VTG2;O94087;P24088;P24089;Q53WX0;Q99313	1.6	YRF1-1	Y' element ATP-dependent helicase protein 1 copy 1 (EC 3.6.4.12)	559292	Saccharomyces cerevisiae	UKP15545	PTHR31583
TIR2_YEAST	P33890;D6W277	1.8	TIR2	Cold shock-induced protein TIR2 (Serine-rich protein 2) (TIP1-related protein 2)	559292	Saccharomyces cerevisiae	UKP15155	PTHR31002
MTF2_YEAST	P10849;D6VRV2;Q05430	2.4	MTF2	Mitochondrial transcription factor 2 (Protein NAM1)	559292	Saccharomyces cerevisiae	UKP14766	PTHR39468
YRF12_YEAST	P40105;D3DM99	1.6	YRF1-2	Y' element ATP-dependent helicase protein 1 copy 2 (EC 3.6.4.12)	559292	Saccharomyces cerevisiae	UKP15545	PTHR31583
YRB30_YEAST	P53107;D6VTY7;Q6LDS2	1.3	YRB30	Ran-specific GTPase-activating protein 30 (Ran-binding protein 30) (RANBP30)	559292	Saccharomyces cerevisiae	UKP12384	PTHR31010
RS16B_YEAST	P0CX52;D6VRR6;P26787;P40213	3.7	RPS16B	Small ribosomal subunit protein uS9B (40S ribosomal protein S16-B) (RP61R)	559292	Saccharomyces cerevisiae	UKP02006	PTHR21569
JNM1_YEAST	P36224;D6W0C1	4.1	JNM1	Nuclear migration protein JNM1	559292	Saccharomyces cerevisiae	UKP08625	PTHR15346
XBP1_YEAST	P40489;D6VVI7;Q12688	7.7	XBP1	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	559292	Saccharomyces cerevisiae	UKP12224	PTHR43828
BMT5_YEAST	P40493;D6VVJ1	3.4	BMT5	25S rRNA (uridine(2634)-N(3))-methyltransferase (EC 2.1.1.313) (Base methyltransferase of 25S RNA 5)	559292	Saccharomyces cerevisiae	UKP02419	PTHR11538
KXD1_YEAST	P53158;D6VU65	3.8	KXD1	Biogenesis of lysosome-related organelles complex 1 subunit KXD1 (BLOC-1 subunit KXD1) (KxDL homolog)	559292	Saccharomyces cerevisiae	UKP14095	PTHR37787
COX18_YEAST	P53239;D6VUJ7	6.8	COX18	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)	559292	Saccharomyces cerevisiae	UKP00603	PTHR12428
SSY1_YEAST	Q03770;D6VSE0	1.8	SSY1	SPS-sensor component SSY1 (Amino-acid permease homolog SSY1)	559292	Saccharomyces cerevisiae	UKP11495	PTHR43341
YP191_YEAST	Q08930;D6W3H7	3.9	YPL191C	Ubiquitin carboxyl-terminal hydrolase MIY1 (EC 3.4.19.12) (Deubiquitinating enzyme MIY1)	559292	Saccharomyces cerevisiae	UKP04319	PTHR18063
SAHH_YEAST	P39954;D3DLU3	4.2	SAH1	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	559292	Saccharomyces cerevisiae	UKP02674	PTHR23420
DAN4_YEAST	P47179;D6VWW9	1.0	DAN4	Cell wall protein DAN4 (Delayed anaerobic protein 4)	559292	Saccharomyces cerevisiae	UKP15155	PTHR31002
YRF14_YEAST	O13559;D6VZ97	1.6	YRF1-4	Y' element ATP-dependent helicase protein 1 copy 4 (EC 3.6.4.12)	559292	Saccharomyces cerevisiae	UKP06321	PTHR14074
IES6_YEAST	P32617;D3DLK5;Q6Q5Q5	2.5	IES6	Chromatin-remodeling complex subunit IES6 (Ino eighty subunit 6)	559292	Saccharomyces cerevisiae	UKP05522	PTHR31200
LAA1_YEAST	P39526;D6VVY7	4.7	LAA1	AP-1 accessory protein LAA1 (Large AP-1 accessory protein 1)	559292	Saccharomyces cerevisiae	UKP07181	PTHR21663
BOL3_YEAST	P39724;D6VPH0	4.1	BOL3	BolA-like protein 3 (Altered inheritance of mitochondria protein 1)	559292	Saccharomyces cerevisiae	UKP09465	PTHR46188
NKP2_YEAST	Q06162;D6VYV9	1.9	NKP2	Inner kinetochore subunit NKP2 (Constitutive centromere-associated network protein NKP2) (Non-essential kinetochore protein 2)	559292	Saccharomyces cerevisiae	UKP15072	PTHR28064
RS30B_YEAST	P0CX34;D6VYT3;Q12087	1.2	RPS30B	Small ribosomal subunit protein eS30B (40S ribosomal protein S30-B)	559292	Saccharomyces cerevisiae	UKP01378	PTHR12650
DIF1_YEAST	O13577;D6VZ71	1.8	DIF1	Damage-regulated import facilitator 1	559292	Saccharomyces cerevisiae	UKP12305	PTHR28081
YRF17_YEAST	P0CX15;D6VV70;P53345;Q9UQW1	1.3	YRF1-7	Y' element ATP-dependent helicase protein 1 copy 7 (EC 3.6.4.12)	559292	Saccharomyces cerevisiae	UKP15545	PTHR31583
SPI1_YEAST	P40092;D3DM57	1.8	SPI1	Uncharacterized cell wall protein SPI1 (Stationary phase-induced protein 1)	559292	Saccharomyces cerevisiae	UKP15124	PTHR35523
MXR2_YEAST	P25566;D6VQY2	3.8	MXR2	Peptide methionine sulfoxide reductase 2 (EC 1.8.4.12)	559292	Saccharomyces cerevisiae	UKP01155	PTHR46081
NRG2_YEAST	P38082;D6VQ65	7.7	NRG2	Probable transcriptional regulator NRG2	559292	Saccharomyces cerevisiae	UKP00142	PTHR14003
IMA5_YEAST	P40884;D6VVY0	5.9	IMA5	Oligo-1,6-glucosidase IMA5 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 5)	559292	Saccharomyces cerevisiae	UKP08147	PTHR10357
HSP33_YEAST	Q08914;D6W384	2.8	HSP33	Probable glutathione-independent glyoxalase HSP33 (EC 4.2.1.130) (Glyoxalase 3 homolog 3) (Heat shock protein 33)	559292	Saccharomyces cerevisiae	UKP05866	PTHR48094
EMC6_YEAST	Q12431;D6VXY8	4.2	EMC6	ER membrane protein complex subunit 6	559292	Saccharomyces cerevisiae	UKP00507	PTHR20994
MPD2_YEAST	Q99316;D6W1Y0	6.8	MPD2	Protein disulfide isomerase MPD2 (EC 5.3.4.1)	559292	Saccharomyces cerevisiae	UKP02512	PTHR45672
RTC6_YEAST	O14464;D6W3I5	4.6	RTC6	Large ribosomal subunit protein bL36m (54S ribosomal protein RTC6, mitochondrial) (Restriction of telomere capping protein 6) (Translation associated element 4)	559292	Saccharomyces cerevisiae	UKP09451	PTHR46909
RRN3_YEAST	P36070;D6VX70	8.7	RRN3	RNA polymerase I-specific transcription initiation factor RRN3	559292	Saccharomyces cerevisiae	UKP04343	PTHR12790
PRY2_YEAST	P36110;D6VX78	3.2	PRY2	Protein PRY2 (Pathogenesis-related protein 2)	559292	Saccharomyces cerevisiae	UKP05051	PTHR10334
NOP16_YEAST	P40007;D3DLP8	1.3	NOP16	Nucleolar protein 16	559292	Saccharomyces cerevisiae	UKP05040	PTHR13243
MNN5_YEAST	P46982;D6VW04	3.1	MNN5	Alpha-1,2-mannosyltransferase MNN5 (EC 2.4.1.-)	559292	Saccharomyces cerevisiae	UKP14014	PTHR31646
TOF2_YEAST	Q02208;D6VX76	6.8	TOF2	Topoisomerase 1-associated factor 2	559292	Saccharomyces cerevisiae	UKP14085	PTHR28196
ODC1_YEAST	Q03028;D6W3N3	4.1	ODC1	Mitochondrial 2-oxodicarboxylate carrier 1	559292	Saccharomyces cerevisiae	UKP09609	PTHR46356
ISR1_YEAST	Q06098;D6W4A4	3.1	ISR1	Serine/threonine-protein kinase ISR1 (EC 2.7.11.1) (Inhibition of staurosporine resistance protein 1)	559292	Saccharomyces cerevisiae	UKP01548	PTHR24361
GPN2_YEAST	Q08726;D6W2W3	2.6	GPN2	GPN-loop GTPase 2 (EC 3.6.5.-) (ATP-binding domain 1 family member B homolog)	559292	Saccharomyces cerevisiae	UKP00267	PTHR21231
RGS2_YEAST	Q99188;D6W2G6	1.6	RGS2	Regulator of G-protein signaling 2	559292	Saccharomyces cerevisiae	UKP02332	PTHR10845
PUT4_YEAST	P15380;D6W343	6.6	PUT4	Proline-specific permease	559292	Saccharomyces cerevisiae	UKP11495	PTHR43341
ALLA_YEAST	P32459;D6VVW3	3.1	DAL3	Ureidoglycolate lyase (EC 4.3.2.3) (Degradation of allantoin protein 3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	559292	Saccharomyces cerevisiae	UKP12218	PTHR21221
KA122_YEAST	P32767;D6VUC1	5.8	KAP122	Importin beta-like protein KAP122 (Karyopherin-122) (Pleiotropic drug resistance regulatory protein 6)	559292	Saccharomyces cerevisiae	UKP05660	PTHR12363
PPAB_YEAST	P35842;D6VPP1	2.2	PHO11	Acid phosphatase PHO11 (EC 3.1.3.2) (P56)	559292	Saccharomyces cerevisiae	UKP05043	PTHR20963
PHD1_YEAST	P36093;D6VXP3;Q2VQ88	4.4	PHD1	Putative transcription factor PHD1	559292	Saccharomyces cerevisiae	UKP14015	PTHR47792
MNN1_YEAST	P39106;D3DLP7	3.4	MNN1	Alpha-1,3-mannosyltransferase MNN1 (EC 2.4.1.-)	559292	Saccharomyces cerevisiae	UKP12191	PTHR31392
CAT8_YEAST	P39113;D6W0A7	4.6	CAT8	Regulatory protein CAT8	559292	Saccharomyces cerevisiae	UKP12221	PTHR46910
BDH2_YEAST	P39713;D6VPF8	2.1	BDH2	Probable diacetyl reductase [(R)-acetoin forming] 2 (EC 1.1.1.303)	559292	Saccharomyces cerevisiae	UKP03447	PTHR43161
PFD2_YEAST	P40005;A2TBP1;D3DLP4	3.2	GIM4	Prefoldin subunit 2 (Genes involved in microtubule biogenesis protein 4) (Gim complex subunit 4) (GimC subunit 4)	559292	Saccharomyces cerevisiae	UKP01891	PTHR13303
KTR7_YEAST	P40504;D6VVK1	3.8	KTR7	Probable mannosyltransferase KTR7 (EC 2.4.1.-)	559292	Saccharomyces cerevisiae	UKP14009	PTHR31121
HXT16_YEAST	P47185;D6VWX6	5.8	HXT16	Hexose transporter HXT16	559292	Saccharomyces cerevisiae	UKP02544	PTHR48022
CWC27_YEAST	Q02770;D6W3V1	0.0	CWC27	Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27)	559292	Saccharomyces cerevisiae	UKP00329	PTHR45625
CWC21_YEAST	Q03375;D6VTA5	1.6	CWC21	Pre-mRNA-splicing factor CWC21 (Complexed with CEF1 protein 21)	559292	Saccharomyces cerevisiae	UKP04326	PTHR36562
CRR1_YEAST	Q05790;D6VYL4	2.8	CRR1	Probable glycosidase CRR1 (EC 3.2.-.-) (CRH-related protein 1)	559292	Saccharomyces cerevisiae	UKP10087	PTHR10963
ERP4_YEAST	Q12450;D6W282	3.3	ERP4	Protein ERP4	559292	Saccharomyces cerevisiae	UKP00700	PTHR22811
COX24_YEAST	P32344;D6VYK5	3.8	QRI5	Small ribosomal subunit protein mS38 (Mitochondrial mRNA-processing protein COX24)	559292	Saccharomyces cerevisiae	UKP03723	PTHR32035
RL22B_YEAST	P56628;D6VTJ6	3.9	RPL22B	Large ribosomal subunit protein eL22B (60S ribosomal protein L22-B) (L1c) (RP4) (YL31)	559292	Saccharomyces cerevisiae	UKP05334	PTHR10064
RTP1_YEAST	Q12751;D6W009	1.3	RTP1	RNA polymerase II assembly factor RTP1 (Required for nuclear transport of RNA pol II protein 1) (Transport and Golgi organization protein 6 homolog)	559292	Saccharomyces cerevisiae	UKP09414	PTHR20959
MPCP_YEAST	P23641;D6VWP7	2.6	MIR1	Mitochondrial phosphate carrier protein (Mitochondrial import receptor) (Phosphate transport protein) (PTP) (mPic 1) (p32) [Cleaved into: Mitochondrial phosphate carrier protein, N-terminally processed]	559292	Saccharomyces cerevisiae	UKP00864	PTHR45671
ARPC4_YEAST	P33204;D6VXS3	3.8	ARC19	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa) (p20-ARC)	559292	Saccharomyces cerevisiae	UKP01942	PTHR22629
DHSO1_YEAST	P35497;D6VWX7	4.5	SOR1	Sorbitol dehydrogenase 1 (SDH 1) (EC 1.1.1.-) (Polyol dehydrogenase) (Xylitol dehydrogenase) (EC 1.1.1.9)	559292	Saccharomyces cerevisiae	UKP03447	PTHR43161
EMC3_YEAST	P36039;D6VWZ6;Q86ZT1	4.5	EMC3	ER membrane protein complex subunit 3 (Altered inheritance rate of mitochondria protein 27)	559292	Saccharomyces cerevisiae	UKP04596	PTHR13116
SRO77_YEAST	P38163;D6VPP7	4.9	SRO77	Lethal(2) giant larvae protein homolog SRO77 (Sodium protection protein 2) (Suppressor of RHO3 protein 77)	559292	Saccharomyces cerevisiae	UKP01044	PTHR10241
SWC5_YEAST	P38326;D6VQM7	1.9	SWC5	SWR1-complex protein 5	559292	Saccharomyces cerevisiae	UKP05357	PTHR48295
YAP3_YEAST	P38749;D3DKQ4	3.1	YAP3	AP-1-like transcription factor YAP3	559292	Saccharomyces cerevisiae	UKP12208	PTHR40621
CAF16_YEAST	P43569;D6VTK2	1.8	CAF16	CCR4-associated factor 16	559292	Saccharomyces cerevisiae	UKP04562	PTHR43158
TBCA_YEAST	P48606;D6W2W5	3.9	RBL2	Tubulin-specific chaperone A (Tubulin-folding cofactor A) (CFA)	559292	Saccharomyces cerevisiae	UKP01889	PTHR21500
COAD_YEAST	P53332;D6VV54	3.4	CAB4	Phosphopantetheine adenylyltransferase (PPAT) (EC 2.7.7.3) (Coenzyme A biosynthesis protein 4) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase)	559292	Saccharomyces cerevisiae	UKP04855	PTHR10695
SFB2_YEAST	P53953;D6W1D0	4.2	SFB2	SED5-binding protein 2 (SEC24-related protein 2)	559292	Saccharomyces cerevisiae	UKP00226	PTHR13803
HOS3_YEAST	Q02959;D6W3Q2	5.9	HOS3	Histone deacetylase HOS3 (EC 3.5.1.98)	559292	Saccharomyces cerevisiae	UKP14120	PTHR47558
YL419_YEAST	Q06698;D6VZ55	1.5	YLR419W	Putative ATP-dependent RNA helicase YLR419W (EC 3.6.4.13)	559292	Saccharomyces cerevisiae	UKP01336	PTHR18934
DAS2_YEAST	Q12084;D6VS06	0.0	DAS2	Putative uridine kinase DAS2 (EC 2.7.1.48) (DST1-delta 6-azauracil sensitivity protein 2) (Regulator of rDNA transcription 3)	559292	Saccharomyces cerevisiae	UKP00212	PTHR10285
RUP1_YEAST	Q12242;D6W2J5	2.1	RUP1	UBA domain-containing protein RUP1	559292	Saccharomyces cerevisiae	UKP14266	PTHR39597
LPX1_YEAST	Q12405;D6W2E6	1.6	LPX1	Peroxisomal membrane protein LPX1 (EC 3.1.1.-) (Lipase of peroxisomes protein 1)	559292	Saccharomyces cerevisiae	UKP05800	PTHR43194
SHC1_YEAST	P39000;D3DM04	2.4	SHC1	Protein SHC1 (Sporulation-specific homolog of CSD4)	559292	Saccharomyces cerevisiae	UKP12422	PTHR46430
GNT1_YEAST	Q12096;D6W318	2.1	GNT1	Glucose N-acetyltransferase 1 (EC 2.4.1.-) (N-acetylglucosaminyltransferase)	559292	Saccharomyces cerevisiae	UKP01097	PTHR11183
TRP_YEAST	P00931;D6VUB2	2.1	TRP5	Tryptophan synthase (EC 4.2.1.20)	559292	Saccharomyces cerevisiae	UKP02671	PTHR48077
ARGR2_YEAST	P05085;D6W0I6	3.4	ARG81	Arginine metabolism regulation protein II (Arginine-requiring protein 81)	559292	Saccharomyces cerevisiae	UKP12446	PTHR31069
RL24B_YEAST	P24000;A2TBN3;D6VUS9	3.9	RPL24B	Large ribosomal subunit protein eL24B (60S ribosomal protein L24-B) (L30) (RP29) (YL21)	559292	Saccharomyces cerevisiae	UKP01613	PTHR10792
RRT12_YEAST	P25381;D6VR54	1.3	RRT12	Subtilase-type proteinase RRT12 (EC 3.4.21.-) (Outer spore wall protein 3) (Regulator of rDNA transcription protein 12)	559292	Saccharomyces cerevisiae	UKP01570	PTHR43806
DAL80_YEAST	P26343;D6VX97	5.8	DAL80	Nitrogen regulatory protein DAL80 (Regulatory protein UGA43)	559292	Saccharomyces cerevisiae	UKP06163	PTHR10071
SEC65_YEAST	P29478;D6W0H9	4.0	SEC65	Signal recognition particle subunit SEC65	559292	Saccharomyces cerevisiae	UKP05602	PTHR17453
GSH1_YEAST	P32477;D6VW83	5.8	GSH1	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	559292	Saccharomyces cerevisiae	UKP06273	PTHR11164
PDR3_YEAST	P33200;D6VPZ5;E9P920	5.4	PDR3	Transcription factor PDR3 (Pleiotropic drug resistance protein 3)	559292	Saccharomyces cerevisiae	UKP14127	PTHR31001
STE13_YEAST	P33894;D6W2S4;Q9URF1	3.4	STE13	Dipeptidyl aminopeptidase A (DPAP A) (EC 3.4.14.-) (YSCIV)	559292	Saccharomyces cerevisiae	UKP05769	PTHR11731
AP2A_YEAST	P38065;D6VPW2	2.6	APL3	AP-2 complex subunit alpha (Alpha-adaptin) (Clathrin assembly protein complex 2 alpha large chain) (Clathrin assembly protein large alpha chain)	559292	Saccharomyces cerevisiae	UKP01457	PTHR22780
PANB_YEAST	P38122;D6VQH1	3.1	ECM31	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Extracellular matrix protein 31) (Ketopantoate hydroxymethyltransferase)	559292	Saccharomyces cerevisiae	UKP00667	PTHR20881
KTR4_YEAST	P38131;D6VQJ5;P89506	3.8	KTR4	Probable mannosyltransferase KTR4 (EC 2.4.1.-)	559292	Saccharomyces cerevisiae	UKP14009	PTHR31121
TTL_YEAST	P38254;D6VQ95	0.0	PBY1	Probable tubulin--tyrosine ligase PBY1 (EC 6.3.2.25) (P-body-associated protein 1)	559292	Saccharomyces cerevisiae	UKP14261	PTHR47551
SRP72_YEAST	P38688;D6W3G0	2.9	SRP72	Signal recognition particle subunit SRP72 (Signal recognition particle 72 kDa protein homolog)	559292	Saccharomyces cerevisiae	UKP02101	PTHR14094
SYSM_YEAST	P38705;D3DKV6	3.1	DIA4	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser) synthetase)	559292	Saccharomyces cerevisiae	UKP02106	PTHR11778
RL14B_YEAST	P38754;D3DKR3	5.9	RPL14B	Large ribosomal subunit protein eL14B (60S ribosomal protein L14-B)	559292	Saccharomyces cerevisiae	UKP05734	PTHR11127
CYB5_YEAST	P40312;D6W170	2.6	CYB5	Cytochrome b5	559292	Saccharomyces cerevisiae	UKP02344	PTHR19359
ULP2_YEAST	P40537;D6VVQ0	8.2	ULP2	Ubiquitin-like-specific protease 2 (EC 3.4.22.-)	559292	Saccharomyces cerevisiae	UKP05212	PTHR46915
DAK2_YEAST	P43550;D6VTH7	3.4	DAK2	Dihydroxyacetone kinase 2 (DHA kinase 2) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase 2) (Triokinase 2) (Triose kinase 2)	559292	Saccharomyces cerevisiae	UKP05456	PTHR28629
IRC5_YEAST	P43610;D6VTS1	3.1	IRC5	Uncharacterized ATP-dependent helicase IRC5 (EC 3.6.4.-) (Increased recombination centers protein 5)	559292	Saccharomyces cerevisiae	UKP00890	PTHR10799
CSN12_YEAST	P47130;D6VWQ3	4.6	CSN12	Cop9 signalosome complex subunit 12	559292	Saccharomyces cerevisiae	UKP03410	PTHR12732
LYS4_YEAST	P49367;D6VSL5;Q66RF2;Q7LH77	1.3	LYS4	Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)	559292	Saccharomyces cerevisiae	UKP02586	PTHR43822
TIM21_YEAST	P53220;D6VUG9;Q45U51	2.5	TIM21	Mitochondrial import inner membrane translocase subunit TIM21	559292	Saccharomyces cerevisiae	UKP00638	PTHR13032
SNO2_YEAST	P53823;D6W0L3	2.5	SNO2	Probable pyridoxal 5'-phosphate synthase subunit SNO2 (EC 4.3.3.6) (PDX2 homolog 2) (Pdx2.2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	559292	Saccharomyces cerevisiae	UKP00339	PTHR31559
SPP2_YEAST	Q02521;D6W2K5;Q12353	1.6	SPP2	Pre-mRNA-splicing factor SPP2 (Spliceosome maturation protein SPP2) (Suppressor of PRP protein 2)	559292	Saccharomyces cerevisiae	UKP02181	PTHR15818
CUS1_YEAST	Q02554;D6W066;Q04012	3.3	CUS1	Cold sensitive U2 snRNA suppressor 1	559292	Saccharomyces cerevisiae	UKP00566	PTHR12785
KA120_YEAST	Q02932;D6W3P2	5.3	KAP120	Importin beta-like protein KAP120 (Karyopherin-120)	559292	Saccharomyces cerevisiae	UKP02193	PTHR10997
XYL2_YEAST	Q07993;D6VY71	3.2	XYL2	D-xylulose reductase (EC 1.1.1.9) (Xylitol dehydrogenase) (XDH)	559292	Saccharomyces cerevisiae	UKP03447	PTHR43161
TMA46_YEAST	Q12000;D6W2F2	2.4	TMA46	Translation machinery-associated protein 46 (DRG family-regulatory protein 1)	559292	Saccharomyces cerevisiae	UKP02143	PTHR12681
APTH1_YEAST	Q12354;D6VYB6	2.6	YLR118C	Acyl-protein thioesterase 1 (EC 3.1.2.-) (Palmitoyl-protein hydrolase) (EC 3.1.2.22)	559292	Saccharomyces cerevisiae	UKP04589	PTHR10655
TVP38_YEAST	P36164;D6VXE8	2.6	TVP38	Golgi apparatus membrane protein TVP38 (TLG2-vesicle protein of 38 kDa)	559292	Saccharomyces cerevisiae	UKP14087	PTHR47549
PP4R2_YEAST	P38193;D6VPV2;Q6B302	2.7	PSY4	Serine/threonine-protein phosphatase 4 regulatory subunit 2 (PP4R2)	559292	Saccharomyces cerevisiae	UKP00426	PTHR16487
ERFD_YEAST	P41912;D6W1V7	2.1	SHR5	Ras modification protein ERF4 (Hyperactive Ras suppressor protein 5)	559292	Saccharomyces cerevisiae	UKP08632	PTHR13254
URB2_YEAST	P47108;D6VWL2	2.7	URB2	Nucleolar pre-ribosomal-associated protein 2 (Unhealthy ribosome biogenesis protein 2)	559292	Saccharomyces cerevisiae	UKP04811	PTHR15682
YIP5_YEAST	P53108;D6VTZ0	0.8	YIP5	Protein YIP5 (YPT-interacting protein 5)	559292	Saccharomyces cerevisiae	UKP00549	PTHR12822
RAV2_YEAST	Q03956;D6VSI4	4.8	RAV2	Regulator of V-ATPase in vacuolar membrane protein 2	559292	Saccharomyces cerevisiae	UKP07902	PTHR13618
YRF15_YEAST	P0CX21;D6VTG2;O94087;P24088;P24089;Q53WX0;Q99313	1.3	YRF1-5	Y' element ATP-dependent helicase protein 1 copy 5 (EC 3.6.4.12)	559292	Saccharomyces cerevisiae	UKP15545	PTHR31583
SHY1_YEAST	P53266;D6VUP5	2.1	SHY1	Cytochrome oxidase assembly protein SHY1 (SURF1 homolog of Yeast) (SURF1-like protein)	559292	Saccharomyces cerevisiae	UKP01861	PTHR23427
RL36B_YEAST	O14455;D6W3C1	3.4	RPL36B	Large ribosomal subunit protein eL36B (60S ribosomal protein L36-B) (L39) (YL39)	559292	Saccharomyces cerevisiae	UKP00600	PTHR10114
RL9A_YEAST	P05738;D6VU02	2.6	RPL9A	Large ribosomal subunit protein uL6A (60S ribosomal protein L9-A) (L8) (RP24) (YL11)	559292	Saccharomyces cerevisiae	UKP02606	PTHR11655
HSP73_YEAST	P09435;D6VPS7;P18862	6.5	SSA3	Heat shock protein SSA3	559292	Saccharomyces cerevisiae	UKP00290	PTHR19375
RL27A_YEAST	P0C2H6;D3DKV5;P38706	2.5	RPL27A	Large ribosomal subunit protein eL27A (60S ribosomal protein L27-A)	559292	Saccharomyces cerevisiae	UKP05858	PTHR10497
SYQ_YEAST	P13188;D6W2M6;Q12005	4.5	GLN4	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	559292	Saccharomyces cerevisiae	UKP01250	PTHR43097
KIN3_YEAST	P22209;D6VPM5	2.3	KIN3	Serine/threonine-protein kinase KIN3 (EC 2.7.11.1)	559292	Saccharomyces cerevisiae	UKP01912	PTHR43671
P5CR_YEAST	P32263;D3DLS2	3.4	PRO3	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)	559292	Saccharomyces cerevisiae	UKP02659	PTHR11645
RPN12_YEAST	P32496;D6VTT5	2.1	RPN12	26S proteasome regulatory subunit RPN12 (Nuclear integrity protein 1)	559292	Saccharomyces cerevisiae	UKP05694	PTHR12387
